Skor M2 (Skills),Skor M5 (Compass),Skor M8 (Ambisi),Skor M9 (Resiliensi),Semester,IPK,Ekspektasi Gaji,Minat Wirausaha,Rencana S2/Sertifikasi,Frekuensi Belajar,Level Bahasa Inggris,Motivasi,Cognitive Style,Work Style,Kultur Kerja,Ukuran Perusahaan,PCA1,PCA2,Cluster
10,9,7,7,3,2,4,4,2,1,2,impact,analytical,solo,formal,big,0.581240713420583,-1.2784419321540774,2
9,9,6,7,3,4,1,5,2,2,1,growth,analytical,small,collab,mid,-0.20756726392469826,-0.6749668895538268,2
9,8,6,6,3,4,2,5,2,1,2,money,analytical,flex,formal,startup,-0.5856860622083395,0.025532348778983506,2
9,9,6,9,3,4,3,3,2,2,1,money,analytical,small,collab,flex,0.23481422305131805,-0.22203412719786894,2
8,9,6,7,2,4,3,3,2,2,2,growth,analytical,small,collab,big,-0.062257510645260236,-0.3442354934737009,2
9,8,5,7,3,3,2,5,1,3,1,money,analytical,flex,collab,flex,-0.4989723258033684,-0.76539563711861,2
11,10,8,6,3,2,4,4,2,1,2,impact,analytical,solo,formal,big,1.0736932575419442,-1.4180361436202418,2
10,9,8,7,3,4,5,5,3,4,1,money,strategic,solo,collab,big,3.0567086991780785,-1.5442384061040728,1
9,8,6,7,3,4,2,4,2,3,2,impact,social,flex,collab,flex,0.3374414334001628,0.5363191761380275,2
13,7,8,8,3,3,2,5,4,4,2,money,analytical,small,formal,big,3.172010882687399,0.19267583065840724,1
9,10,7,7,3,2,2,5,2,2,2,freedom,strategic,solo,result,flex,0.8811327054497833,-1.2774654741150318,2
9,10,8,9,3,1,4,5,2,4,2,freedom,analytical,big,collab,flex,3.180925802247305,-2.320926749292509,1
8,9,6,7,4,2,2,5,2,2,1,prestige,analytical,solo,formal,mid,-0.22231908288766994,-1.5032572967738178,2
10,9,7,7,3,4,2,3,2,3,2,growth,social,small,formal,mid,0.7109982500025867,0.6648718588975405,2
9,10,5,9,4,3,1,4,2,4,3,freedom,creative,flex,result,flex,1.6574765983369368,1.468902374624869,1
9,7,7,8,4,3,2,5,3,2,2,money,creative,flex,result,flex,0.861374101963849,0.15978458208657398,2
10,8,4,7,3,4,1,2,2,2,2,impact,analytical,solo,formal,flex,-1.4682570574794274,1.9413599848148717,0
9,8,5,7,3,4,2,2,2,2,2,money,strategic,solo,formal,big,-1.0551748277075803,1.3811946311389978,0
12,9,8,7,3,4,3,5,3,2,3,growth,strategic,big,collab,mid,2.636406960335145,0.4766356651629054,1
7,9,4,6,3,4,1,2,2,2,2,money,strategic,big,formal,flex,-1.9836399683963795,1.3603369496581559,0
5,7,6,5,2,3,2,4,2,2,1,freedom,analytical,big,collab,flex,-2.046827129796596,-1.776437823960808,0
6,10,5,8,3,2,1,5,3,3,1,money,analytical,flex,collab,flex,0.33901815117938816,-1.8303221080280525,2
6,7,6,6,2,2,1,5,2,2,1,growth,analytical,flex,formal,mid,-1.6148977573096654,-2.2306085909882003,0
9,7,6,6,3,3,3,4,2,3,1,money,analytical,small,collab,mid,-0.3902244090546364,-0.7871994729893476,2
9,8,5,9,2,4,2,3,2,4,2,money,analytical,solo,formal,flex,0.6267993127914635,0.7657123786850383,2
8,9,5,7,3,4,3,2,3,2,2,money,social,flex,collab,flex,-0.2409931474433386,0.9129866790789909,2
11,10,6,9,3,4,2,3,3,4,2,growth,analytical,small,agile,big,2.43966680641866,0.8672685859190573,1
7,9,7,7,4,2,3,5,2,4,2,money,analytical,small,formal,big,1.4461974074747364,-1.2087491524958793,1
8,8,8,9,3,4,1,5,2,4,2,money,social,solo,formal,flex,1.6416953241867716,0.04898534750978623,1
6,8,7,7,3,2,2,4,2,2,1,growth,strategic,flex,collab,startup,-0.7141788747114084,-1.9604262796812695,2
12,9,7,6,3,4,3,3,2,2,3,money,analytical,small,collab,mid,0.9480792273626539,1.4876723016350109,2
5,8,5,7,3,3,2,5,2,2,1,money,analytical,small,agile,mid,-1.3027173378420678,-1.654654501818266,0
6,8,6,6,3,3,2,5,2,2,1,money,analytical,small,formal,mid,-1.138600768892512,-1.6426438151459037,0
10,9,8,8,3,3,3,5,3,3,3,growth,strategic,small,collab,flex,2.891424004672319,-0.1842597395771253,1
9,8,6,6,2,4,1,4,2,1,2,growth,analytical,small,collab,mid,-1.1975384316628666,0.03834833403328312,0
9,9,9,7,3,2,4,5,3,3,2,money,strategic,flex,collab,big,2.7448155337475777,-1.9048117998612037,1
7,9,8,7,3,4,3,4,3,3,2,money,social,flex,collab,mid,1.5448168828951223,-0.5198251724784378,1
13,10,8,7,3,3,3,3,3,3,3,money,analytical,flex,agile,startup,2.970706097466096,0.9811067573413078,1
7,9,6,5,3,2,2,3,2,1,1,money,analytical,flex,formal,big,-1.9032978221917987,-1.3794733829863461,0
9,9,8,7,3,4,2,5,3,3,3,impact,creative,small,collab,flex,2.2057593131917907,0.341820382588784,1
12,10,9,7,3,3,3,4,3,3,2,money,analytical,solo,formal,big,2.947190547734393,-0.4830981777791146,1
6,8,5,3,3,4,1,3,2,1,1,money,strategic,solo,formal,startup,-3.461838291809379,-0.06334143736870337,0
9,8,5,6,4,3,2,3,1,3,1,money,analytical,small,formal,mid,-1.4191326663112978,0.33347182345130283,0
4,7,6,6,3,4,2,4,2,2,1,money,analytical,flex,collab,flex,-1.8963129616894687,-0.8971288311197451,0
8,8,7,7,3,4,2,4,3,2,2,money,social,small,collab,flex,0.29889102966790504,0.16153544900713748,2
11,10,7,8,3,3,2,4,2,2,3,money,social,small,formal,mid,1.4719567322744682,0.6014626589276787,1
10,10,8,7,3,3,2,4,2,3,2,impact,analytical,big,formal,flex,1.6082115464808955,-0.4406146869575856,1
7,8,7,3,2,4,2,4,3,2,2,freedom,social,flex,collab,flex,-0.8367024442584314,-0.4927614221646531,0
9,7,5,7,2,3,2,2,3,4,3,impact,analytical,small,collab,flex,0.3073833063318815,1.3835769285595254,1
6,7,5,3,2,4,2,3,2,2,2,money,social,flex,formal,mid,-2.6711357126778825,0.21032513186960444,0
10,8,7,8,2,3,3,4,3,4,1,money,strategic,small,result,flex,1.7955362834375992,-1.20852688264727,1
6,10,8,4,4,2,2,5,4,1,1,growth,creative,solo,formal,big,-0.03682702736398513,-2.4610150809629965,2
6,10,8,9,2,4,2,5,3,3,1,growth,analytical,small,collab,flex,1.8181950155549298,-2.2367653843821365,1
8,9,7,7,2,4,2,4,3,2,2,money,analytical,flex,collab,flex,0.682018891063491,-0.4045972753921367,2
9,9,5,7,4,3,2,4,2,2,2,money,social,big,formal,flex,-0.2853458367155625,0.5295609659240641,2
9,10,8,7,3,3,3,3,3,2,2,money,analytical,flex,formal,big,1.4257106649477147,-0.5036467396083235,1
10,10,3,7,1,2,2,3,1,2,2,money,analytical,small,result,big,-1.198345760216075,-0.6724367958507228,0
8,9,6,7,5,4,2,4,4,1,2,money,analytical,flex,formal,flex,0.38023832378169314,1.0666213671843425,2
7,8,5,7,3,3,2,3,2,2,2,money,analytical,small,formal,flex,-1.2499207520673734,0.2428762453423233,0
7,8,8,6,3,4,5,5,4,2,2,money,analytical,solo,agile,big,1.8280133140411339,-1.370773089085945,1
7,9,6,8,4,4,2,2,2,3,1,growth,analytical,solo,formal,flex,-0.41085977345165403,0.5046438145476869,2
9,8,8,7,2,4,3,5,2,3,2,growth,analytical,flex,formal,flex,1.4963782634193605,-0.8674957978137484,1
9,8,5,7,2,2,2,3,2,2,4,freedom,creative,flex,collab,flex,-0.16661771276158782,1.088936073668484,2
9,9,5,5,3,4,2,3,2,2,2,prestige,analytical,small,collab,flex,-1.039353767385279,0.8150688299769718,0
6,8,4,6,3,4,1,1,1,3,2,money,analytical,small,collab,flex,-2.722951272856715,1.7508735396975723,0
11,8,5,5,5,4,2,3,2,2,2,money,analytical,small,formal,flex,-0.9730554870392654,2.3144907581355643,2
8,8,6,7,3,3,2,5,2,2,1,money,social,flex,formal,big,-0.4181953538594641,-1.2561512358844666,2
7,9,8,7,4,4,3,4,3,2,2,money,analytical,small,collab,big,1.0859792079964832,-0.22972945459387967,2
10,8,5,8,3,3,2,3,2,4,1,growth,creative,small,collab,flex,0.23159446374288395,0.09028286432798147,2
10,8,6,7,3,4,2,4,2,3,3,money,analytical,solo,formal,flex,0.7407121449350835,1.4976975905462655,2
9,8,5,7,3,3,2,2,2,2,2,money,analytical,small,formal,flex,-1.176876060334858,0.9678795079392092,0
7,8,7,4,3,2,2,3,2,2,2,growth,strategic,solo,formal,mid,-1.411003076514212,-0.6867971223074546,0
10,6,5,5,3,3,1,3,2,2,3,money,strategic,flex,formal,mid,-1.6327644981091147,2.0133408737005434,0
9,9,5,5,3,4,2,3,2,2,2,money,analytical,small,formal,mid,-1.0874275240040485,0.8357559553180177,0
11,9,5,7,5,4,2,3,2,2,2,money,social,small,collab,flex,-0.17817712863312551,2.1704662339435257,2
9,8,7,7,2,4,3,3,2,2,2,money,analytical,small,formal,big,0.06901274625502625,-0.07235488265581205,2
6,8,6,6,3,4,2,4,2,2,1,money,analytical,flex,collab,startup,-1.231865162723048,-0.7899507888131941,0
10,8,7,8,2,4,3,2,2,2,2,money,analytical,small,formal,big,0.22842214184493487,0.48013703950113146,2
7,8,8,5,3,3,4,4,3,2,2,growth,analytical,solo,result,big,0.5645035787334298,-1.318275993606029,2
9,10,8,10,4,3,2,3,3,4,2,growth,analytical,flex,collab,big,2.994925163042613,0.21235840677093962,1
6,7,4,4,2,4,1,3,2,2,2,money,analytical,solo,collab,flex,-2.9990799095695877,0.6287311083423465,0
9,9,7,8,5,4,2,2,2,3,2,money,analytical,flex,formal,flex,0.6279685814359399,1.9864903307894097,2
14,9,6,8,3,4,1,5,2,2,4,freedom,analytical,solo,collab,flex,1.925665815865803,2.4785162883899985,1
6,8,5,7,3,3,2,5,2,1,1,money,strategic,flex,formal,flex,-1.5711516933454865,-1.3881657612206195,0
6,8,5,5,1,4,3,3,2,1,2,impact,analytical,flex,collab,flex,-1.9972149765052774,-0.7482943061440348,0
6,8,6,4,1,3,3,4,2,2,1,money,social,small,collab,mid,-1.7357746036535509,-2.421929131898792,0
6,7,5,3,5,4,2,4,2,1,2,money,social,small,formal,mid,-2.8865594531134153,1.0816530963961108,0
12,9,5,6,3,4,2,5,1,2,2,money,strategic,solo,agile,mid,-0.08863902878387463,0.666320996548587,2
6,9,6,7,3,3,2,5,3,4,2,money,analytical,flex,collab,flex,1.2237777196651705,-0.8405661222208503,1
5,8,5,7,2,3,2,2,2,2,2,money,analytical,big,formal,flex,-1.8471478879486767,-0.19748381458517206,0
11,8,6,7,2,4,2,4,2,2,2,money,analytical,flex,formal,flex,0.17101192195322623,0.46147932688505594,2
13,9,8,8,4,4,5,4,3,3,4,money,analytical,flex,formal,flex,4.097510265610932,2.017448494641539,1
11,8,5,5,2,3,4,3,1,2,3,growth,social,solo,formal,flex,-0.6328012103571476,0.6717985053077254,0
9,8,5,5,3,2,2,2,2,3,2,growth,analytical,solo,collab,flex,-1.189878067590029,0.4676006710166805,0
14,10,7,7,4,4,2,5,3,3,3,money,analytical,small,formal,flex,3.036696558334968,1.7835893948510637,1
8,8,6,7,3,4,2,5,3,2,2,growth,analytical,solo,formal,big,0.409364050240759,-0.22777258616291068,2
7,8,6,7,3,4,2,5,3,2,2,money,analytical,flex,formal,big,0.2583848949913257,-0.2744577631295191,2
10,8,7,9,3,3,2,5,2,2,2,impact,strategic,flex,result,mid,1.1809826331216347,-0.4152962483341374,2
8,8,3,10,2,4,1,2,1,4,3,growth,social,flex,agile,flex,-0.42121365314116843,2.20698282158071,0
9,8,8,7,3,4,2,5,3,2,2,money,analytical,flex,collab,flex,1.1954159937453093,-0.17201782562701218,2
6,6,5,7,2,4,2,2,2,2,2,money,strategic,solo,formal,flex,-2.2189002740512533,0.7986655740775875,0
9,8,5,7,3,2,1,4,2,2,2,growth,social,small,collab,flex,-0.8898594811845584,-0.11533637059348742,0
9,10,5,8,2,4,2,2,2,3,2,growth,analytical,flex,result,big,0.38307485176799055,0.5940173058783905,2
13,8,8,8,3,4,3,4,2,3,3,prestige,analytical,small,agile,big,2.5433551881332184,1.2421110356708,1
7,9,8,10,3,3,2,5,2,4,2,growth,analytical,flex,formal,flex,2.384780185845349,-1.062568996018595,1
9,9,5,6,3,4,2,3,2,3,2,growth,analytical,small,collab,flex,-0.2843370070787063,0.8609130285652852,2
6,8,4,5,3,4,1,3,2,2,2,money,analytical,solo,collab,flex,-2.437645176941766,0.9402959634698645,0
6,8,5,4,3,3,2,3,2,1,1,money,social,flex,agile,flex,-2.918214361182214,-0.6614496916190767,0
8,8,8,6,4,3,3,4,2,2,2,money,analytical,small,formal,flex,0.1511455673316468,-0.24371732825023168,2
9,9,6,6,3,3,2,3,2,1,2,money,analytical,flex,collab,big,-0.8749248938628054,0.1369546992060483,2
6,8,6,9,3,4,2,4,2,2,1,impact,analytical,small,collab,big,-0.4661608217201884,-0.9387216400521827,2
2,10,6,9,3,3,2,4,2,4,1,money,analytical,flex,formal,flex,0.2340323262649141,-1.9905089647684289,2
9,8,7,5,3,3,2,5,2,2,1,money,analytical,flex,result,big,-0.3778801373734823,-1.2785418518528588,2
12,8,6,7,3,3,4,4,2,2,2,money,analytical,flex,formal,big,0.9184290742901358,0.04160989300026057,2
7,9,4,5,3,3,2,2,1,2,2,impact,creative,small,formal,flex,-2.5063680740383125,0.5732140256088745,0
9,7,7,5,3,4,2,5,1,2,2,money,analytical,big,formal,big,-0.789020351881982,0.010218031518406355,2
9,9,8,7,3,4,3,5,3,3,2,prestige,strategic,flex,collab,big,2.299847812966186,-0.6410312502510314,1
9,8,5,7,5,3,2,3,2,2,2,money,analytical,flex,collab,flex,-0.7291151383516499,1.533742642846768,2
6,9,5,5,3,3,2,3,1,1,1,growth,analytical,small,collab,flex,-2.8475174837470845,-0.971978922686277,0
7,7,6,7,4,3,3,3,2,2,2,growth,analytical,small,collab,mid,-0.8415862323209622,0.24582663092035648,2
9,8,7,7,3,2,3,5,2,2,1,growth,social,small,collab,flex,0.2130563400183666,-2.017678244729079,2
7,9,4,5,3,4,2,3,2,2,1,money,social,small,formal,flex,-2.126802785901586,0.02690798723503348,0
9,9,7,8,3,4,2,4,3,3,2,prestige,analytical,big,collab,mid,1.6360873145190795,0.08174861034406503,1
8,7,4,3,3,3,2,3,2,1,2,money,analytical,flex,formal,flex,-3.091327629611957,0.7042739240315535,0
9,8,7,7,3,4,2,5,2,2,2,freedom,analytical,small,formal,flex,0.364848211227262,-0.0923980220188764,2
7,9,5,8,3,3,2,5,1,3,1,impact,analytical,small,collab,startup,-0.3368571413262016,-1.500633176346817,2
6,7,5,7,3,4,2,3,2,3,1,money,strategic,small,collab,mid,-1.4700790382724687,-0.0317360505886484,0
8,9,8,7,3,4,4,5,1,2,1,growth,social,small,collab,startup,0.5749737675644069,-1.892682742067417,2
9,8,5,7,3,3,2,3,2,2,3,prestige,strategic,solo,result,mid,-0.4576611892630844,1.199035805531791,2
11,10,8,9,3,4,3,4,3,3,2,growth,social,flex,collab,flex,3.0997827082412885,0.011370509868581707,1
8,8,5,5,3,4,2,3,2,2,2,money,creative,solo,formal,mid,-1.5373632875225394,0.8506259375155912,0
10,8,8,8,3,3,3,5,3,3,2,growth,social,small,collab,big,2.306903065930238,-0.8731482777128139,1
7,10,6,9,3,4,1,5,2,3,2,money,analytical,small,agile,flex,1.0074244930686982,-0.1951822492894149,2
13,10,5,7,3,3,1,3,2,2,3,money,social,flex,collab,flex,0.5114246095669873,2.00186477040905,2
11,9,8,6,3,4,4,4,2,1,2,impact,analytical,flex,collab,big,1.001029897518004,-0.328191472659413,2
8,9,5,7,3,4,2,3,2,2,1,money,analytical,solo,collab,flex,-1.03082901000618,0.026585180039308286,0
10,8,7,7,3,4,2,3,3,2,2,prestige,strategic,flex,agile,mid,0.5679318024439366,0.8119745155801696,2
11,10,8,9,3,4,4,5,2,4,2,growth,analytical,small,agile,startup,3.691975057934395,-0.6741545959649542,1
9,10,9,9,2,4,5,4,3,3,2,money,creative,small,collab,big,3.507747907840327,-1.4863109096372014,1
9,8,6,6,3,4,2,5,2,3,3,impact,creative,solo,collab,mid,0.6468003969778486,0.7782851897132006,2
6,9,5,8,3,4,2,2,3,2,2,growth,strategic,flex,collab,flex,-0.517336922137152,0.7172850583807708,2
7,9,5,8,3,4,1,4,1,3,1,impact,analytical,small,agile,flex,-0.8493711385878198,-0.30990776024570615,2
7,8,5,5,3,2,3,1,2,1,1,money,strategic,small,formal,big,-2.8724276030699194,-0.5756348160519632,0
6,9,6,7,3,4,2,5,2,2,1,growth,creative,flex,collab,flex,-0.40612000559520967,-1.2909233079711446,2
6,8,4,3,5,4,2,3,1,1,2,money,social,solo,formal,big,-3.5767647298061487,1.4814632532272956,0
9,8,5,5,3,4,2,2,2,1,2,money,creative,small,collab,flex,-2.114769549750065,1.3667988369155,0
9,10,8,7,5,4,2,4,3,2,2,growth,social,flex,agile,mid,1.5495985632649758,0.6775461768230188,2
2,6,2,0,1,1,5,1,1,1,1,growth,strategic,flex,result,flex,-6.411689812178713,-2.4649932091721105,0
7,9,5,5,2,4,2,3,3,1,1,money,creative,flex,formal,mid,-1.7503425354338533,-0.6918401193351619,0
8,8,5,4,2,3,4,2,2,1,2,money,social,flex,formal,flex,-2.052382351791464,-0.14570017428606497,0
8,10,7,6,4,4,3,3,3,2,3,prestige,strategic,flex,formal,big,1.1076754712911654,1.0778758441672796,2
7,8,5,6,4,1,2,3,2,2,1,growth,analytical,solo,collab,flex,-1.8270481544809571,-1.0516737239084146,0
9,9,7,6,5,4,2,3,3,2,2,impact,social,small,formal,mid,0.2676548207031915,1.323154954746022,2
11,10,7,7,4,2,2,4,3,2,2,prestige,analytical,flex,collab,big,1.524982216989394,-0.2326106991431136,2
12,10,7,7,4,4,2,5,2,3,4,money,strategic,flex,formal,flex,2.66020987766763,2.2416704149133233,1
9,9,7,6,4,4,2,5,3,2,2,prestige,analytical,small,collab,mid,0.8734311544159903,0.10143458752525725,2
5,8,3,6,3,4,2,1,2,2,2,money,social,flex,formal,flex,-2.945703349891827,1.5105023763041026,0
9,10,6,8,4,4,2,5,2,2,2,money,strategic,small,collab,flex,0.8926893612836952,0.3172899036156465,2
12,9,5,5,3,3,2,3,2,1,2,money,social,flex,collab,mid,-0.992276175262337,0.8723043689475234,2
7,8,7,8,2,4,2,4,3,2,2,money,analytical,flex,formal,mid,0.47603489447698993,-0.4870645278235856,2
6,8,6,7,2,4,2,3,3,2,1,growth,analytical,flex,collab,flex,-0.818760283373843,-0.8819746054670404,0
12,8,5,5,4,4,1,2,2,2,3,money,strategic,flex,result,flex,-0.901474246615809,3.4336908827514225,2
6,10,6,7,4,4,2,3,2,3,2,money,strategic,flex,formal,flex,0.060062825149363716,0.679749005635563,2
6,8,5,5,3,4,2,3,3,2,1,money,strategic,solo,result,flex,-1.7338581593896274,-0.15558734917864261,0
9,7,7,7,2,4,3,4,2,2,2,prestige,analytical,big,formal,flex,0.1174524783130048,-0.285783147049824,2
9,8,7,5,2,4,2,4,2,2,1,money,analytical,small,collab,mid,-0.791738098764208,-0.9179451166942357,2
8,8,5,6,2,4,2,5,2,3,2,money,social,flex,collab,flex,-0.18604512154848124,-0.20873557903608736,2
11,8,4,5,3,4,2,2,2,2,2,money,social,small,agile,flex,-1.5895018856094212,1.9568674012403702,0
10,9,5,7,3,3,2,4,1,2,2,money,analytical,flex,agile,big,-0.39267195199203303,0.19591226793994676,2
8,8,5,6,3,4,1,2,3,3,2,prestige,analytical,solo,formal,mid,-0.8706839691637234,1.4249669228352444,0
9,7,4,5,2,4,1,3,2,2,2,money,analytical,solo,formal,flex,-2.2274602512073605,1.173133055979598,0
8,8,6,7,3,4,2,3,3,3,3,money,social,big,collab,flex,0.5780600499658746,1.4758003199331144,2
9,8,10,8,2,4,4,5,3,4,2,money,strategic,small,collab,big,3.496929638550227,-1.4269194079438101,1
10,9,8,6,4,3,3,4,3,2,2,growth,strategic,solo,result,big,1.391174711304132,-0.21584540222842924,2
8,7,8,8,4,4,2,5,3,4,2,impact,creative,small,collab,flex,1.9087464160188718,0.266293330309004,1
8,8,6,6,2,4,2,2,3,2,2,money,creative,flex,formal,big,-0.7146350840656732,0.5923284114780292,0
9,8,6,8,4,4,2,3,3,3,2,growth,strategic,solo,agile,big,0.832537696559785,1.2456879828298555,2
9,9,5,5,4,3,1,3,2,2,2,prestige,creative,small,formal,flex,-1.3782501205148645,1.0813366172825845,0
7,9,7,6,2,3,3,4,2,2,2,money,analytical,solo,formal,big,-0.026824716717989153,-1.3900784002297628,2
9,10,5,7,4,4,2,3,2,2,2,money,social,big,formal,mid,-0.23411181892843697,1.1532903936206749,2
9,9,5,7,3,3,2,1,2,2,2,growth,analytical,solo,collab,big,-1.0364619858746502,0.9969201855729172,0
11,9,8,9,3,3,3,3,3,4,3,money,analytical,flex,collab,big,3.3412060823806726,0.8277472693363427,1
6,8,5,7,2,3,3,3,2,2,1,money,strategic,solo,agile,flex,-1.4396536683149064,-1.2966017071753873,0
10,8,3,6,5,4,1,1,2,2,4,money,social,small,collab,flex,-1.6850240502258491,4.895595870884254,0
9,7,5,5,2,4,1,5,2,2,2,money,strategic,solo,collab,big,-1.270455743637708,0.15970849145484262,0
10,8,5,5,1,4,2,4,2,2,2,money,social,solo,result,flex,-0.9275967776511282,-0.027896396378133327,0
9,8,9,8,3,3,2,5,3,2,2,impact,analytical,big,formal,big,1.7555399200319624,-1.0488652707264279,1
8,8,5,5,3,4,2,3,2,2,2,money,social,big,formal,flex,-1.5250600576743267,0.8847009568165924,0
9,8,7,5,2,4,2,3,3,3,3,money,strategic,solo,collab,mid,0.5091657218045385,0.9976719745693504,2
6,8,5,7,4,4,2,2,2,2,2,growth,social,small,collab,big,-1.546907098052098,1.1590347405462038,0
9,10,6,7,3,4,2,5,2,4,3,prestige,social,solo,collab,flex,1.8897646020685508,0.6449315811376009,1
10,8,6,7,4,4,2,5,3,4,3,freedom,creative,flex,agile,flex,2.106796821228515,1.609402388429279,1
8,8,8,6,2,4,2,4,2,4,2,impact,social,flex,collab,mid,0.964674775188977,-0.4351946512422588,1
7,8,5,8,4,4,2,4,1,2,1,growth,analytical,flex,collab,mid,-1.2184772290142765,-0.05546148495941753,2
9,7,2,5,4,3,1,1,2,2,3,impact,analytical,solo,formal,mid,-3.0308846328392507,3.247170173477463,0
9,9,8,7,1,4,3,5,2,2,2,prestige,analytical,small,formal,big,1.2246314405208487,-1.6673465024685388,2
9,8,5,5,4,4,3,3,2,2,3,money,social,flex,formal,flex,-0.7005499801726309,2.0547872328573016,2
6,10,6,7,1,4,1,4,2,2,1,impact,creative,solo,agile,big,-0.731362372823422,-1.8489426508823106,0
8,8,6,7,4,4,3,3,2,3,2,growth,creative,flex,result,big,0.27823816403780777,0.8591706074090504,2
9,9,7,5,5,4,2,3,4,2,2,impact,creative,small,agile,flex,0.5094819420496177,1.3831172617948748,2
9,9,5,7,4,4,2,4,2,2,2,money,creative,small,collab,flex,-0.24738895359852492,0.9961080220335344,2
7,8,4,6,3,4,1,2,2,2,2,money,social,small,formal,mid,-2.350649972470198,1.431071283954139,0
13,8,8,8,4,4,2,4,3,3,3,impact,analytical,flex,formal,mid,2.734565813421305,1.9917731470346454,1
9,6,8,3,4,4,3,5,3,2,4,freedom,social,small,collab,big,0.4942228306183845,1.5538031973256683,2
6,8,8,3,1,3,3,3,3,3,2,impact,analytical,solo,agile,mid,-0.3181590047303428,-1.686102398596856,0
13,9,8,9,5,4,5,5,4,3,4,prestige,analytical,small,agile,big,5.15638582889026,1.8492011920546545,1
7,8,8,9,3,4,3,3,2,3,2,growth,analytical,solo,collab,big,1.1333281012423977,-0.15770356490027743,2
7,8,5,7,4,4,2,4,1,1,1,money,strategic,solo,formal,flex,-2.119854376690618,0.06825317892293567,0
6,8,5,6,3,4,2,3,1,2,1,impact,analytical,flex,formal,startup,-2.2492253848798964,-0.31302166728003983,0
13,9,7,9,4,4,2,3,2,4,4,freedom,analytical,small,agile,flex,2.9940168382433097,3.232871789387237,1
6,8,6,5,3,3,3,3,1,2,2,impact,social,flex,formal,flex,-1.7320516208963783,-0.3586267194928369,0
9,8,7,7,4,4,2,3,2,2,3,prestige,strategic,flex,collab,flex,0.26476641367215203,1.882040302222882,2
9,10,5,9,4,4,2,5,1,3,2,prestige,creative,flex,collab,flex,0.9974056333641312,0.5321496259907864,2
9,9,6,7,4,4,2,3,2,3,2,money,creative,small,collab,flex,0.2457006811923979,1.2728036392637707,2
9,9,6,7,4,4,2,3,2,3,2,money,creative,small,collab,flex,0.2457006811923979,1.2728036392637707,2
9,8,5,3,5,4,2,4,2,2,4,money,social,small,formal,flex,-0.9573062807973467,3.0342773315964773,2
8,7,8,7,4,4,3,5,1,2,2,growth,social,big,collab,big,0.1955749779489267,-0.21266877203056328,2
8,8,5,7,4,4,2,3,2,2,2,money,social,small,collab,startup,-0.9776922419035858,1.24080008759197,2
7,8,6,7,4,4,2,4,2,2,2,growth,social,flex,collab,flex,-0.46171164780776747,0.5708059225901732,2
8,8,4,6,4,4,1,4,1,2,2,impact,analytical,small,collab,flex,-1.9269532025834304,1.26412682227899,0
11,8,5,7,4,4,1,3,4,2,4,growth,strategic,flex,collab,flex,0.9675190379960148,3.472347761677193,2
9,9,6,5,4,4,1,4,4,2,2,money,social,solo,collab,flex,0.1257625010171805,1.0571731895178826,2
9,6,5,5,3,4,1,3,2,2,2,money,social,flex,collab,flex,-2.1111420918584085,1.6324790541343184,0
13,10,10,10,5,4,4,5,4,4,3,impact,analytical,flex,collab,flex,6.19670116771553,1.085260688666107,1
6,8,5,5,5,3,1,3,2,2,1,money,social,small,collab,flex,-2.5227383228420828,0.49353150190429323,0
10,8,8,7,5,4,3,4,4,2,1,growth,analytical,solo,collab,mid,1.4972808918695752,0.11998006697555616,2
11,10,9,9,5,3,3,5,2,3,3,money,analytical,solo,result,flex,3.507743042288175,0.703607889153174,1
10,8,6,4,4,3,2,4,2,2,3,money,social,flex,collab,startup,-0.45638467865332066,1.3406533027323275,2
8,9,5,5,1,3,2,3,1,1,2,impact,strategic,small,collab,flex,-2.2152105506918276,-0.783694610128473,0
9,8,6,7,3,2,1,4,2,2,3,money,social,small,collab,mid,-0.29363926996343714,0.4601750220096017,2
11,8,7,7,4,4,3,5,2,2,2,growth,analytical,big,formal,flex,1.0938030225902224,0.4283456517820147,2
9,9,5,7,4,4,2,4,2,2,2,prestige,social,solo,collab,flex,-0.22602814336041283,0.9366012430995689,2
9,10,8,7,4,4,3,5,2,2,2,growth,social,solo,formal,mid,1.5140277303666037,-0.40209647980222923,2
6,8,3,5,3,4,1,3,1,2,1,money,analytical,small,collab,flex,-3.525473100079039,0.37980871656058973,0
6,10,7,6,1,3,3,4,2,2,1,prestige,creative,solo,agile,big,-0.20968294914350194,-2.94217057998305,2
6,10,7,6,1,3,3,4,2,2,1,prestige,creative,solo,agile,big,-0.20968294914350194,-2.94217057998305,2
11,10,8,7,1,3,3,4,2,2,4,money,creative,small,agile,mid,2.144963620746403,0.0003672922029010692,1
11,10,8,7,1,3,3,4,2,2,4,money,creative,small,agile,mid,2.144963620746403,0.0003672922029010692,1
6,8,6,4,3,3,3,2,2,2,2,money,analytical,small,formal,big,-1.8765409297896551,-0.07217671022330288,0
9,8,6,7,4,4,2,4,2,3,2,growth,analytical,small,collab,flex,0.31542479946050495,0.9209811378904673,2
8,10,6,7,4,4,2,5,1,2,1,growth,analytical,flex,collab,startup,-0.14591080617673366,-0.7387797097378623,2
10,9,8,7,5,2,3,4,4,3,3,impact,analytical,small,collab,flex,2.7671599589694402,0.5956763741617649,1
9,9,8,7,3,4,2,4,3,3,2,growth,analytical,small,agile,flex,1.6401319884941166,-0.01182352693507703,1
